source,target,word_family
theodicy_E,théodicée_F,theodicy
theodicée_F,theos_G,theodicy
theos_G,*dhes-_PIE,theodicy
tagline_E,tag (n.1)_E,tagline
tosspot_E,toss (v.)_E,tosspot
triangularity_E,triangular_E,triangularity
Turin_E,Torino_I,Turin
Torino_I,Augusta Taurinorum_Roman,Turin
Augusta Taurinorum_Roman,Taurini_L,Turin
Taurini_L,*tauro_Cel/*tur_Cel,Turin
taxine_E,taxus_L,taxine
typo_E,typographer_E,typo
televise_E,television_E,televise
twangy_E,twang (n.)_E,twangy
Tib_E,Isabel_E,Tib
train-spotting_E,train (n.)_E,train-spotting
tax (v.)_E,taxer_OF,tax (v.)
taxer_OF,taxare_L,tax (v.)
taxare_L,tangere_L,tax (v.)
tangere_L,*tag-_PIE,tax (v.)
tax (n.)_E,tax_AF,tax (n.)
tax_AF,taxe_OF,tax (n.)
taxe_OF,taxa_MediL,tax (n.)
taxa_MediL,taxare_L,tax (n.)
trochee_E,trochée_F,trochee
trochee_F,trochaeus_L,trochee
trochaeus_L,trokhaios (pous)_G,trochee
trokhaios (pous)_G,trekhein,trochee
troposphere_E,troposphère_F,troposphere
troposphère_F,tropos_G,troposphere
tropos_G,*trep-_PIE,troposphere
tref_E,*treb-_PIE,tref
terrine_E,tureen_E,terrine
tactics_E,tactica_ModL,tactics
tactica_ModL,taktike techne_G,tactics
taktike techne_G,taktikos_G,tactics
taktikos_G,taxis_G,tactics
toad_E,tadige_OE/tadie_OE,toad
tilapia_E,tilon_G,tilapia
tele-_E,tel-_E,tele-
tel-_E,tele_G,tele-
tele_G,teleos_G,tele-
teleos_G,*kwel- (2)_PIE,tele-
tanner (n.2)_E,tanner and skin_E,tanner (n.2)
tanner (n.1)_E,tannere_OE,tanner (n.1)
tannere_OE,tannian_OE,tanner (n.1)
trillion_E,tri-_E,trillion
tedious_E,tedieus_OF,tedious
tedieus_OF,taediosus_LateL,tedious
taediosus_LateL,taedium_L,tedious
throw (v.)_E,rawan_OE,throw (v.)
rawan_OE,*threw-_PGer,throw (v.)
*threw-_PGer,*tere- (1)_PIE,throw (v.)
threw (n.)_E,throw (v.)_E,threw (n.)
ther-_E,ther_G,ther-
ther_G,*ghwer-_PIE,ther-
travesty_E,travesti_F,travesty
travesti_F,travestir_F,travesty
travestir_F,travestire_I,travesty
travestire_I,trans_L,travesty
trigeminal_E,trigeminus_L,trigeminal
trigeminus_L,tri-_L,trigeminal
torturous_E,torturous_AF,torturous
torturous_AF,tortureus_OF,torturous
tortureus_OF,tortura_L,torturous
tragic_E,tragical_E,tragic
tragical_E,tragicus_L,tragic
tragicus_L,tragikos_G,tragic
tragikos_G,tragodia_G,tragic
turret_E,touret_E,turret
touret_E,torete_OF,turret
torete_OF,tour_OF,turret
tour_OF,turris_L,turret
toothbrush_E,tooth_E,toothbrush
tally-ho_E,taiaut_F,tally-ho
taiaut_F,taho_OF/tielau_OF,tally-ho
tinge_E,tingere_L,tinge
Tex_E,Texas_E,Tex
tachy-_E,takhys_G,tachy-
taro_E,taro_Tah,taro
trypsin_E,tripsis_G,trypsin
tripsis_G,tribein_G,trypsin
tribein_G,*tere- (1)_PIE,trypsin
trapper_E,trap (v.)_E,trapper
thigh_E,eoh_OE/eh_OE,thigh
eoh_OE/eh_OE,*theuham_PGer,thigh
*theuham_PGer,*teuk-_PIE,thigh
*teuk-_PIE,*teue,thigh
transept_E,transeptum_MediL,transept
transeptum_MediL,trans_L,transept
tremulous_E,tremulus_L,tremulous
tremulus_L,tremere_L,tremulous
tranquilize_E,tranquil_E,tranquilize
Taurus_E,taurus_L,Taurus
taurus_L,*tau-ro-_PIE,Taurus
*tau-ro-_PIE,*tauro-_PIE,Taurus
*tauro-_PIE,*(s)taeu-,Taurus
talcum_E,talcum_MediL,talcum
trident_E,tridentem_L,trident
tridentem_L,tri-_L,trident
dens_L,*dent-_PIE,trident
tabula rasa_E,tabula rasa_L,tabula rasa
tabula rasa_L,tabula_L,tabula rasa
rasa_L,radere_L,tabula rasa
radere_L,*red-_PIE,tabula rasa
tenure_E,tenure_AF,tenure
tenure_AF,tenure_OF,tenure
tenure_OF,tenir_OF,tenure
tenir_OF,*tenire_VL,tenure
*tenire_VL,tenere_L,tenure
tart (adj.)_E,teart_OE,tart (adj.)
tart_OE,*ter-t-_Ger,tart (adj.)
*ter-t-_Ger,*der-_PIE,tart (adj.)
tort (n.1)_E,tarte_OF,tort (n.1)
toure_OF,torte_OF,tort (n.1)
torte_OF,torta_LateL,tort (n.1)
torta_LateL,torquere_L,tort (n.1)
tart (n.2)_E,sweetheart_E,tart (n.2)
thirtieth_E,thirty_E,thirtieth
thraldom_E,thrall_E,thraldom
transcendentalism_E,transcendental_E,transcendentalism
tizzy_E,tester (n.2)_E,tizzy
terrier_E,chien terrier_OF,terrier
chichen terrier_OF,terrarius_MediL,terrier
terrarius_MediL,terra_L,terrier
terra_L,*ters-_PIE,terrier
tweedy_E,tweed_E,tweedy
truncation_E,truncationem_LateL,truncation
truncationem_LateL,truncare_L,truncation
twisty_E,twist (n.)_E,twisty
token (n.)_E,tacen_OE,token (n.)
taten_OE,*taikna-_PGer,token (n.)
*taikna-_PGer,*deik-_PIE,token (n.)
token (adj.)_E,token (n.)_E,token (adj.)
terrorism_E,terrorisme_F,terrorism
terrorisme_F,terror_L,terrorism
terror_L,*tres-_PIE,terrorism
tactical_E,tactica_ModL,tactical
threat_E,reatnian_OE,threat
transcendentence_E,transcendent_E,transcendentence
tomato_E,tomate_E,tomato
tomate_E,tomate_Span,tomato
tomate_Span,tomatl_Nah,tomato
tomatl_Nah,tomana_Nah,tomato
teratogen_E,terato-_E,teratogen
twi-_E,twi-_OE,twi-
twi-_OE,*twi-_PGer,twi-
*twi-_PGer,*dwis_PIE,twi-
*dwis_PIE,*dwo-_PIE,twi-
Thermos_E,thermos_G,Thermos
thermos_G,*gwher-_PIE,Thermos
titties_E,tetties_E,titties
tetties_E,teats_E,titties
ternary_E,ternarius_LateL,ternary
ternarius_LateL,terni_L,ternary
terni_L,ter_L,ternary
ter_L,tres_L,ternary
thunderstruck_E,thunder (n.)_E,thunderstruck
taper (n.)_E,tapur_OE/taper_OE,taper (n.)
taper (v.)_E,taper_E,taper (v.)
taper_E,taper (n.)_E,taper (v.)
teamwork_E,team (n.)_E,teamwork
titleship_E,titulaire_F,titleship
titulaire_F,titulus_L,titleship
toile_E,toile_OF,toile
testimonial (adj.)_E,testimonial (n.)_E,testimonial (adj.)
testimonial (n.)_E,testimonialis_LateL,testimonial (adj.)
testimonialis_LateL,testimonium_L,testimonial (adj.)
testimonial (n.)_E,testimonial_OF,testimonial (n.)
tesmoignal_OF,testimonial_OF,testimonial (n.)
trog_E,troglodyte_E,trog
televangelist_E,tele(vision)_E,televangelist
torric_E,torus_E,torric
told_E,tell (v.)_E,told
tell (v.)_E,tealde_OE,told
tealde_OE,tellan_OE,told
transport (v.)_E,transporter_OF,transport (v.)
transporter_OF,transportare_L,transport (v.)
transportare_L,trans_L,transport (v.)
portare_L,*per- (2)_PIE,transport (v.)
transport (n.)_E,transport (v.)_E,transport (n.)
tongueless_E,tongue (n.)_E,tongueless
tapetum_E,tapetum_MediL,tapetum
tapetum_MediL,tapete_L,tapetum
tapete_L,tapes_L,tapetum
tedesco_E,tedesco_I,tedesco
tedesco_I,theodiscus_MediL,tedesco
tuppence_E,two_E,tuppence
thunderstorm_E,thunder (n.)_E,thunderstorm
titanium_E,Titan_L,titanium
ton (n.1)_E,tun_E,ton (n.1)
ton (n.2)_E,ton_F,ton (n.2)
tablet_E,tablete_OF,tablet
tablette_OF,table_OF,tablet
table_OF,tabuleta_MediL,tablet
tabuleta_MediL,tabula_L,tablet
technophile_E,techno-_E,technophile
trochaic_E,trochaque_F/trochaicus_L,trochaic
trochaque_F/trochaicus_L,trokhaikos_G,trochaic
trokhaikos_G,trokhaios_G,trochaic
trespass (v.)_E,trespasser_OF,trespass (v.)
trespasser_OF,tres-_F,trespass (v.)
tres-_F,trans_L,trespass (v.)
trespass (n.)_E,trespas_OF,trespass (n.)
trespas_OF,trespasser_OF,trespass (n.)
timewise_E,time (n.)_E,timewise
troubleshoot_E,troubleshooter_E,troubleshoot
treasonous_E,treason_E,treasonous
telepathy_E,tele-_E,telepathy
technical_E,technic_E,technical
tantalizing_E,tantalize_E,tantalizing
tufa_E,tufa_I,tufa
tufa_I,tufus_L/tophus_L,tufa
telecommuting_E,telecommute_E,telecommuting
tabagie_E,tabagie_F,tabagie
tabagie_F,tabac_F,tabagie
tumid_E,tumidus_L,tumid
tumidus_L,tumere_L,tumid
tumere_L,*teue-_PIE,tumid
thumb (n.)_E,uma_OE,thumb (n.)
uma_OE,*thman-_PGer,thumb (n.)
*thman-_PGer,*tum-_PIE,thumb (n.)
*tum-_PIE,*teue-_PIE,thumb (n.)
thumb (v.)_E,thumb (n.)_E,thumb (v.)
theater_E,theatre_OF,theater
théâtre_OF,theatrum_L,theater
theatrum_L,theatron_G,theater
theatron_G,theasthai_G,theater
TWA_E,Transcontinental and Western Air Inc._E,TWA
twa (n.)_E,two_Scot,twa (n.)
theocrat_E,theos_G,theocrat
theos_G,*dhes-_PIE,theocrat
tease (v.)_E,tsan_OE,tease (v.)
tsan_OE,*taisijan_PGer,tease (v.)
tease (n.)_E,tease (v.)_E,tease (n.)
trachoma_E,trachoma_ModL,trachoma
trachoma_ModL,trakhoma_G,trachoma
trakhoma_G,trakhys_G,trachoma
theological_E,theologicalis_MediL,theological
theologicalis_MediL,theologicus_L,theological
theologicus_L,theologia_L,theological
Timor_E,timur_Mal,Timor
tracer_E,trace (n.1)_E,tracer
tort_E,tort_OF,tort
tort_OF,tortum_MediL,tort
tortum_MediL,tortus_L,tort
tortus_L,torquere_L,tort
torquere_L,*terkw,tort
technophobe_E,techno-_E,technophobe
tops_E,top (n.1)_E,tops
thenceforth_E,thence_E,thenceforth
turgid_E,turgidus_L,turgid
turgidus_L,turgere_L,turgid
trophe_E,trophée_F,trophe
trophée_F,trophaeum_L,trophe
trophaeum_L,tropaeum_L,trophe
tropaeum_L,tropaion_G,trophe
tropaion_G,tropai,trophe
transmutation_E,transmutacion_OF,transmutation
transmutacion_OF,transmutationem_LateL,transmutation
transmutationem_LateL,transmutare_L,transmutation
transmutare_L,trans_L,transmutation
transfusion_E,transfusion_F,transfusion
transfusion_F,transfusionem_L,transfusion
transfusionem_L,transfundere_L,transfusion
transfundere_L,trans_L,transfusion
fundere_L,*gheu-_PIE,transfusion
torn_E,tear (v.)_E,torn
tights_E,tight_E,tights
tryptophan_E,trypto-_E,tryptophan
trypto-_E,tryptic_E,tryptophan
phainein_G,*bha- (1)_PIE,tryptophan
transportable_E,transport (v.)_E,transportable
trance_E,transe_OF,trance
transe_OF,transir_OF,trance
transir_OF,transire_L,trance
transire_L,trans_L,trance
ire_L,*ei-_PIE,trance
temporize_E,temporiser_F,temporize
temporiser_F,temporizare_MediL,temporize
temporizare_MediL,*temporare_VL,temporize
*temporare_VL,tempus_L,temporize
thankless_E,thank_E,thankless
three_E,reo_OE,three
reo_OE,*thrijiz_PGer,three
*thrijiz_PGer,*trei-_PIE,three
temblor_E,temblor_ASpan,temblor
temblor_ASpan,temblor_Span,temblor
temblor_Span,temblar_Span,temblor
temblar_Span,*tremulare_VL,temblor
trust (n.)_E,traust_ONor,trust (n.)
traust_ONor,*traustam_PGer,trust (n.)
*traustam_PGer,*treuwaz_PGer,trust (n.)
*treuwaz_PGer,treowian_OE,trust (n.)
trust (v.)_E,treysta_ONor,trust (v.)
treysta_ONor,traust_ONor,trust (v.)
throttle (v.)_E,throte_E,throttle (v.)
throttle (n.)_E,throat_E,throttle (n.)
transfuse_E,transfusus_L,transfuse
transfusus_L,transfundere_L,transfuse
transfundere_L,trans_L,transfuse
fundere_L,*gheu-_PIE,transfuse
thorp_E,orp_OE,thorp
orp_OE,orp_ONor,thorp
orp_ONor,*thurpa-_PGer,thorp
*thurpa-_PGer,*treb-_PIE,thorp
tottery_E,totter_E,tottery
tare (n.1)_E,tarwe_Dut,tare (n.1)
tarwe_Dut,draok_Bret,tare (n.1)
draok_Bret,drewg_Wel,tare (n.1)
drewg_Wel,durva_San,tare (n.1)
tare (n.2)_E,tare_F,tare (n.2)
tare_F,tara_I,tare (n.2)
tara_I,tara_MediL,tare (n.2)
tara_MediL,tarah_A,tare (n.2)
tarah_A,taraha_A,tare (n.2)
thwaite_E,veit_ONor,thwaite
thigmotropism_E,thigmo-_E,thigmotropism
thigmo-_E,thigma_G,thigmotropism
tea_E,tay_E,tea
tay_E,thea_E/tey_E/tee_E,tea
than_E,an_OE,than
an_OE,anne_OE/nne_OE/onne_OE,than
treadmill_E,tread (v.)_E,treadmill
thoracotomy_E,thorax_E,thoracotomy
torus_E,torus_L,torus
tartaric_E,tartar_E,tartaric
tired_E,tire (v.)_E,tired
tropical_E,tropic_E,tropical
Tobias_E,Tobias_LateL,Tobias
Tobias_LateL,Tobias_G,Tobias
Tobias_G,Tobhiyyah_H,Tobias
Tobhiyyah_H,tobh_H,Tobias
Te Deum_E,Te Deum laudamus_LateL,Te Deum
Teuton_E,Celt_E,Teuton
talky_E,talk (n.)_E,talky
trufle_E,trufle_F,trufle
trufle_F,trufa_OPro,trufle
trufa_OPro,tufera_LateL,trufle
tufera_LateL,tuber_L,trufle
technicolor_E,technical_E,technicolor
tourney (v.)_E,turneier_AF,tourney (v.)
turneier_AF,tornoier_OF,tourney (v.)
tornoier_OF,*tornizare_VL,tourney (v.)
*tornizare_VL,tornare_L,tourney (v.)
tourney (n.)_E,turnei_AF,tourney (n.)
turnei_AF,tornei_OF,tourney (n.)
tornei_OF,tornoier_F,tourney (n.)
tone (n.)_E,ton_OF,tone (n.)
ton_OF,tonus_L,tone (n.)
tonus_L,tonos_G,tone (n.)
tonos_G,teinein_G,tone (n.)
teinein_G,*ten-_PIE,tone (n.)
tone (v.)_E,tone (n.)_E,tone (v.)
turnstile_E,turn (v.)_E,turnstile
typist_E,type (n.)_E,typist
timbrel_E,timbre_E,timbrel
timbre_E,timbre_OF,timbrel
Trotskyite_E,Trotsky_E,Trotskyite
tix_E,tickets_E,tix
treble (adj.)_E,treble_OF,treble (adj.)
treble_OF,triplus_L,treble (adj.)
treble (v.)_E,trebler_OF,treble (v.)
trebler_OF,treble_OF,treble (v.)
treble (n.)_E,treble (AF)_E,treble (n.)
Todd_E,todde_E,Todd
throstle_E,rostle_OE,throstle
rostle_OE,*thrust-_PGer,throstle
*thrust-_PGer,*thurstaz_PGer,throstle
temple_E,templet_E,temple
templet_E,templet_F,temple
templet_F,temple_F,temple
temple_F,templum_L,temple
trigonometry_E,trigonometria_ModL,trigonometry
trigonometria_ModL,trigonon_G,trigonometry
trigonon_G,tri-_G,trigonometry
gonia_G,*genu- (1)_PIE,trigonometry
torii_E,tori_E,torii
telangiectasia_E,telos_G,telangiectasia
angeion_G,ektasis_G,telangiectasia
ektasis_G,ek_G,telangiectasia
thar_E,there_E,thar
tremolo_E,tremolo_I,tremolo
tremolo_I,tremulus_L,tremolo
trendy_E,trend (n.)_E,trendy
turn-on_E,turn (v.)_E,turn-on
Tyrrhenian_E,Tyrrheni_L,Tyrrhenian
Tyrrheni_L,Tyrrenoi_G,Tyrrhenian
Tyrrenoi_G,tyrsis_G,Tyrrhenian
tri-_E,tres_L/treis_G/trias_G,tri-
traipse_E,trepasser_F,traipse
trepasser_F,trespasser_OF,traipse
tellurium_E,tellus_L,tellurium
tempter_E,tempteur_F,tempter
tempteur_F,*tempteor_OF,tempter
*tempteor_OF,temptatorem_L,tempter
temptatorem_L,temptare_L,tempter
toughness_E,tough (adj.)_E,toughness
trumpery_E,tromperie_F,trumpery
trompie_F,tromper_F,trumpery
thyme_E,thym_OF/tym_OF,thyme
thym_OF/tym_OF,thymum_L,thyme
thymum_L,thymon_G,thyme
thymon_G,*dheu- (1)_PIE,thyme
Toltec_E,tolteca_Nah,Toltec
tide (n.)_E,tid_OE,tide (n.)
tid_OE,*tdi-_PGer,tide (n.)
*tdi-_PGer,*di-ti-_PIE,tide (n.)
tide (v.)_E,tide (n.)_E,tide (v.)
Tahiti_E,Otahiti_Pol,Tahiti
tempting_E,tempt (v.)_E,tempting
teammate_E,team (n.)_E,teammate
talent_E,talent_OF,talent
talent_OF,talenta_MediL,talent
talenta_MediL,talentum_L,talent
talentum_L,talanton_G,talent
talanton_G,*tele-_PIE,talent
telos_E,telos_G,telos
telos_G,*kwel-es-_PIE,telos
*kwel-es-_PIE,*kwel- (1)_PIE,telos
tracker_E,track (v.)_E,tracker
Tokyo_E,to_Jap,Tokyo
texture (n.)_E,texture_F,texture (n.)
texture_F,textura_L,texture (n.)
textura_L,texere_L,texture (n.)
texere_L,*teks-_PIE,texture (n.)
texture (v.)_E,texture (n.)_E,texture (v.)
ta’en_E,taken_E,ta’en
turner_E,turn (v.)_E,turner
trusteeship_E,trustee_E,trusteeship
typify_E,type (n.)_E,typify
toughen_E,tough (adj.)_E,toughen
trisexual_E,tri-_E,trisexual
Tammuz_E,Du’uzu_Baby,Tammuz
Du’uzu_Baby,Dumu-zi_Baby,Tammuz
tertiary_E,tertiarius_L,tertiary
tertiarius_L,tertius_L,tertiary
tertius_L,tres_L,tertiary
tonal_E,tone (n.)_E,tonal
toddle_E,totter_E,toddle
table (n.)_E,table_OF,table (n.)
table_OF,tabele_OE,table (n.)
tabele_OE,*tabal_Ger,table (n.)
table (v.)_E,table (n.)_E,table (v.)
trinket_E,trick (n.)_E,trinket
teens_E,-teen_E,teens
tray_E,treg_OE/trig_OE,tray
treg_OE/trig_OE,*traujam_PGer,tray
*traujam_PGer,*drou-_PIE,tray
*drou-_PIE,*deru-_PIE,tray
thereabouts_E,there_E,thereabouts
transvestite_E,Transvestit_Ger,transvestite
Transvestit_Ger,trans_L,transvestite
vestire_L,*wes- (2)_PIE,transvestite
*wes- (2)_PIE,*eu-_PIE,transvestite
tallboy_E,tall_E,tallboy
tetrarch_E,tetrarche_OE,tetrarch
tetrarche_OE,tetrarcha_LateL,tetrarch
tetrarcha_LateL,tetrarches_L,tetrarch
tragicism_E,tragedie_OF,tragicism
tragedia_OF,tragedia_L,tragicism
tragedia_L,tragodia_G,tragicism
tragodia_G,tragos_G,tragicism
tragos_G,,tragicism
twice_E,twies_OE,twice
twies_OE,twiga_OE/twigea_OE,twice
twiga_OE/twigea_OE,*twiyes_PGer,twice
*twiyes_PGer,*dw,twice
terry_E,tiré_F,terry
tiré_F,tirer_F,terry
tetralogy_E,tetralogia_G,tetralogy
tetralogia_G,tetra-_G,tetralogy
tetra-_G,*kwetwer-_PIE,tetralogy
tuckahoe_E,tockawhouge_Pol,tuckahoe
tuckawhouge_Pol,pitikwaw_Cree,tuckahoe
tetrahedron_E,tetraedron_LateG,tetrahedron
tetraedron_LateG,tetraedros_G,tetrahedron
tetraedros_G,tetra-_G,tetrahedron
torcher_E,torch (n.)_E,torcher
Taylor_E,tailor_E,Taylor
Tonto_E,/bini:’édiné/_Span//bini:’édinendé/_Span,Tonto
toenail_E,toe (n.)_E,toenail
trickery_E,trick (v.)_E,trickery
taurine (n.)_E,taurus_L,taurine (n.)
taurine (adj.)_E,taurus_L,taurine (adj.)
tiptoe_E,tip (n.1)_E,tiptoe
trousseau_E,trousseau_F,trousseau
trousseau_F,trousse_OF,trousseau
tantalum_E,Tantalus_L,tantalum
tablature_E,tablature_F,tablature
tablature_F,tavolatura_I,tablature
tavolatura_I,tabulare_LateL,tablature
tabulare_LateL,tabula_L,tablature
talus (n.1)_E,talus_L,talus (n.1)
talus (n.2)_E,talus_F,talus (n.2)
talus_F,talu_OF,talus (n.2)
talu_OF,*talutum_GaRo,talus (n.2)
*talutum_GaRo,talutium_L,talus (n.2)
thulium_E,thulia_L,thulium
thulia_L,Thule_L,thulium
Thüringia_E,Thüringen_Ger,Thüringia
traditional_E,tradition_E,traditional
tambourine_E,tambourin_F,tambourine
tambourin_F,tambour_F,tambourine
tambour_F,tunbur_A,tambourine
tunbur_A,tabour_OF,tambourine
trainee_E,train (v.)_E,trainee
telluric_E,tellurium_E,telluric
tellurium_E,tellus_L,telluric
tellus_L,tellum_L,telluric
timeing_E,time (v.)_E,timeing
tee_E,teaz_E,tee
teaching_E,teach (v.)_E,teaching
transmitter_E,transmit_E,transmitter
trepidation_E,trepidation_F,trepidation
trepidation_F,trepidationem_L,trepidation
trepidationem_L,trepidare_L,trepidation
trepidare_L,trepidus_L,trepidation
trepidus_L,*trep-,trepidation
tetracycline_E,tetracyclic_E,tetracycline
tetracyclic_E,tetra-_E,tetracycline
tuba_E,tuba_F,tuba
tuba_F,tuba_L,tuba
tuba_L,tubus_L,tuba
tribune_E,tribunus_L,tribune
tribunus_L,tribus_L,tribune
toss (n.)_E,toss (v.)_E,toss (n.)
travel (v.)_E,travailen_E,travel (v.)
travel (n.)_E,travel (v.)_E,travel (n.)
threat_E,rifask_ONor,threat
torpid_E,torpidus_L,torpid
torpidus_L,torpere_L,torpid
torpere_L,*ster- (1)_PIE,torpid
though_E,eah_OE,though
eah_OE,o_ONor,though
o_ONor,*thaukh_PGer,though
*thaukh_PGer,*to-_PIE,though
tenet_E,tenet_L,tenet
tenet_L,tenere_L,tenet
tenere_L,*ten-_PIE,tenet
trenche_E,trenche_OF,trenche
trenche_OF,trenchier_OF,trenche
trencher_OF,*trincare_VL,trenche
*trincare_VL,truncare_L,trenche
time-out_E,time_E,time-out
Theodore_E,Theodorus_L,Theodore
Theodorus_L,Theodoros_G,Theodore
Theodoros_G,theos_G,Theodore
theos_G,*dhes-_PIE,Theodore
thin (adj.)_E,ynne_OE,thin (adj.)
ynne_OE,*thunni_PGer,thin (adj.)
*thunni_PGer,*tnu-_PIE,thin (adj.)
*tnu-_PIE,*ten-_PIE,thin (adj.)
thin (v.)_E,thin (adj.)_E,thin (v.)
tranquility_E,tranquilite_OF,tranquility
tranquilite_OF,tranquillitatem_L,tranquility
tranquillitatem_L,tranquillus_L,tranquility
tranquillus_L,trans-_L,tranquility
transplant (v.)_E,transplantare_LateL,transplant (v.)
transplantare_LateL,trans_L,transplant (v.)
transplant (n.)_E,transplant (v.)_E,transplant (n.)
tirelessly_E,tire (v.)_E,tirelessly
torpidity_E,torpid_E,torpidity
tug (v.)_E,teohan_OE,tug (v.)
teohan_OE,*teuhan_PGer,tug (v.)
*teuhan_PGer,*deuk-_PIE,tug (v.)
tug (n.)_E,tug (v.)_E,tug (n.)
tumble-down_E,tumble (v.)_E,tumble-down
thriller_E,thrill (v.)_E,thriller
tolerant_E,tolérant_F,tolerant
tolérant_F,tolerantem_L,tolerant
tolerantem_L,tolerare_L,tolerant
topic_E,Topica_L,topic
Topica_L,Ta Topika_G,topic
Ta Topika_G,topikos_G,topic
topikos_G,topos_G,topic
Tangier_E,Tinge_L,Tangier
Tinge_L,Tingis_L,Tangier
Tingis_L,tigisis_Sem,Tangier
tatting_E,frivolité_F,tatting
thaught_E,thoft_E,thaught
thoft_E,ofte_OE,thaught
ofte_OE,*thufto-_PGer,thaught
*thufto-_PGer,*tupta-_PIE,thaught
telecom_E,telecommunication_E,telecom
thrombophlebitis_E,thrombo-_E,thrombophlebitis
traverse (v.)_E,traverser_OF,traverse (v.)
traverser_OF,*traversare_VL,traverse (v.)
*traversare_VL,transversare_L,traverse (v.)
transversare_L,transversus_L,traverse (v.)
traverse (n.)_E,travers_OF,traverse (n.)
travers_OF,traverser_OF,traverse (n.)
teabag_E,tea_E,teabag
truncate_E,truncatus_L,truncate
truncatus_L,truncare_L,truncate
truncare_L,truncus_L,truncate
truncus_L,*tere- (2)_PIE,truncate
transistorize_E,transistor_E,transistorize
tombolo_E,tombolo_I,tombolo
tombolo_I,tumulus_L,tombolo
Taliban_E,tlib_A,Taliban
tuber_E,tuber_L,tuber
tuber_L,*tubh-_PIE,tuber
*tubh-_PIE,*teue-_PIE,tuber
twitpicated_E,twitter_E,twitpicated
Ticonderoga_E,tekotaro:ke_Mohawk,Ticonderoga
tekotaro:ke_Mohawk,-otar-_Mohawk,Ticonderoga
Torh_E,orr_ONor,Torh
orr_ONor,*unroz_ONor,Torh
tectonics_E,tectonic_E,tectonics
terceroon_E,*terceron_Span,terceroon
*terceron_Span,tercero_Span,terceroon
tercero_Span,tercio_Span,terceroon
tercio_Span,tertius_L,terceroon
tarnation_E,darnation_E,tarnation
darnation_E,tarnal_E,tarnation
tarnal_E,by the Eternal (God)_E,tarnation
throwback_E,throw (v.)_E,throwback
taproot_E,tap (n.)_E,taproot
testator_E,testatour_AF,testator
testatour_AF,testator_LateL,testator
testator_LateL,testari_L,testator
take (v.)_E,tacan_OE,take (v.)
tacan_OE,*takan-_PGer,take (v.)
*takan-_PGer,*tak-_Ger,take (v.)
take (n.)_E,take (v.)_E,take (n.)
tegular_E,tegula_L,tegular
terrarium_E,terra_L,terrarium
terra_L,*ters-_PIE,terrarium
transsexualism_E,trans-_E,transsexualism
thieve_E,eofian_OE,thieve
eofian_OE,eof_OE,thieve
thunderbolt_E,thunder (n.)_E,thunderbolt
theirs_E,their_E,theirs
turbot_E,turbut_OF,turbot
turbut_OF,turbot_F,turbot
thermograph_E,thermo-_E,thermograph
task-force_E,task (n.)_E,task-force
trebuchet_E,trebuchet_OF,trebuchet
trebuchet_OF,trabuchier_OF,trebuchet
trabuchier_OF,tra-_F,trebuchet
buc_OF,*buk-_Fran,trebuchet
terminal (adj.)_E,terminalis_L,terminal (adj.)
terminalis_L,terminus_L,terminal (adj.)
terminal (n.)_E,terminal (adj.)_E,terminal (n.)
tonne_E,ton (n.1)_E,tonne
twinkle_E,twinclian_OE,twinkle
twinclian_OE,twincan_OE,twinkle
totemic_E,totem_E,totemic
terrain_F,terrasse_OF,terrain
terrasse_OF,*terracea_VL,terrain
*terraceus_VL,terra_L,terrain
tuberculous_E,tuberculum_L,tuberculous
tokenism_E,token (adj.)_E,tokenism
transsexual_E,trans-_E,transsexual
triumvirate_E,triumviratus_L,triumvirate
triumviratus_L,triumvir_L,triumvirate
triumvir_L,trium virum_OL,triumvirate
trium virum_OL,tres viri_OL,triumvirate
troubleshooter_E,trouble (n.)_E,troubleshooter
toxin_E,toxic_E,toxin
tai chi_E,tai_Ch,tai chi
theorize_E,theory_E,theorize
taps_E,tap (v.)_E,taps
together_E,togdere_OE,together
togdere_OE,to_OE,together
gdere_OE,geador_OE,together
geador_OE,*gaduri-_PGer,together
tack-hammer_E,tack (n.1)_E,tack-hammer
tromp_E,tramp (v.)_E,tromp
turn-around_E,turn (v.)_E,turn-around
transmittance_E,transmit_E,transmittance
throughout_E,through_E,throughout
taxeme_E,taxis_G,taxeme
tingly_E,tingle_E,tingly
townspeople_E,town_E,townspeople
transmit_E,transmittere_L,transmit
transmittere_L,trans_L,transmit
two-step_E,two_E,two-step
transpiration_E,transpirationem_MediL,transpiration
transpirationem_MediL,transpirare_L,transpiration
thick_E,icce_OE,thick
icce_OE,*thiku-_PGer,thick
*thiku-_PGer,*tegu-_PIE,thick
Thea_E,thea_G,Thea
thea_G,theos_G,Thea
theos_G,*dhes-_PIE,Thea
tween_E,between_E,tween
trek_E,trek_Afrika,trek
trek_Afrika,trekken_Dut,trek
trekken_Dut,trecken_Dut,trek
trey_E,treis_OF,trey
trois_OF,treie_OF,trey
treie_OF,tria_L,trey
timberline_E,timber_E,timberline
theory_E,theoria_LateL,theory
theoria_LateL,theoria_G,theory
theoria_G,theorein_G,theory
theorein_G,theoros_G,theory
theoros_G,thea_G,theory
tuft_E,touffe_OF,tuft
tuffe_OF,tufa_LateL,tuft
twist-off_E,twist (v.)_E,twist-off
transpose_E,transposer_OF,transpose
transposer_OF,transponere_L,transpose
transponere_L,trans_L,transpose
tend (v.1)_E,tendre_OF,tend (v.1)
